,Unnamed: 0,static_text,log_level,tokens,pos,posNum
25,16379,exception retrieving total physical memory,warn,"[exception, retrieving, total, physical, memory]","['NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN']","[92, 100, 84, 84, 92]"
26,677,Moving  |  regions from  |  servers to  |  different servers,info,"[Moving, regions, from, servers, to, different, servers]","['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN']","[100, 92, 85, 92, 85, 84, 92]"
27,3207,OpenRegionRequest for * does not have a start code,warn,"[OpenRegionRequest, for, does, not, have, a, start, code]","['ADJ', 'ADP', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN']","[84, 85, 87, 94, 100, 90, 92, 92]"
28,4081,Skipping invalid ,warn,"[Skipping, invalid]","['VERB', 'ADJ']","[100, 84]"
29,15535,"received cluster state from * with a different cluster uuid * than local cluster uuid *, rejecting",warn,"[received, cluster, state, from, with, a, different, cluster, uuid, than, local, cluster, uuid, rejecting]","['VERB', 'NOUN', 'NOUN', 'ADP', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'SCONJ', 'ADJ', 'NOUN', 'NOUN', 'VERB']","[100, 92, 92, 85, 85, 90, 84, 92, 92, 98, 84, 92, 92, 100]"
30,8728,Local schema reset is complete.,info,"[Local, schema, reset, is, complete]","['ADJ', 'PROPN', 'NOUN', 'AUX', 'ADJ']","[84, 96, 92, 87, 84]"
31,12028,Hash join: Partition(%d)  | build side block [%d] more than probe side block [%d],info,"[Hash, join, Partition, d, build, side, block, d, more, than, probe, side, block, d]","['NOUN', 'VERB', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'NOUN']","[92, 100, 96, 92, 92, 92, 92, 92, 84, 85, 92, 92, 92, 92]"
32,226,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
33,854,Using deprecated configuration  |  - please use static accessor methods instead.,warn,"[Using, deprecated, configuration, please, use, static, accessor, methods, instead]","['VERB', 'VERB', 'NOUN', 'INTJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADV']","[100, 100, 92, 91, 100, 84, 92, 92, 86]"
34,10869,An Exception was thrown during error notification of a remote input channel.,warn,"[An, Exception, was, thrown, during, error, notification, of, a, remote, input, channel]","['DET', 'PROPN', 'AUX', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN']","[90, 96, 87, 100, 85, 92, 92, 85, 90, 84, 92, 92]"
35,6311,Constructor only intended for use in testing,warn,"[Constructor, only, intended, for, use, in, testing]","['PROPN', 'ADV', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN']","[96, 86, 100, 85, 92, 85, 92]"
36,3820,Terminate replication source for ,info,"[Terminate, replication, source, for]","['VERB', 'NOUN', 'NOUN', 'ADP']","[100, 92, 92, 85]"
37,2233,"Added * to dead servers which carryingMeta=*, submitted ServerCrashProcedure pid=*",info,"[Added, to, dead, servers, which, carryingMeta, submitted, ServerCrashProcedure, pid]","['VERB', 'ADP', 'ADJ', 'NOUN', 'PRON', 'ADV', 'VERB', 'PROPN', 'NOUN']","[100, 85, 84, 92, 95, 86, 100, 96, 92]"
38,9553,   not changing existing config file: *,info,"[ , not, changing, existing, config, file]","['SPACE', 'PART', 'VERB', 'VERB', 'NOUN', 'NOUN']","[103, 94, 100, 100, 92, 92]"
39,2304,Reassigned  |  regions.  |  retained the pre-restart assignment. ,info,"[Reassigned, regions, retained, the, pre, restart, assignment]","['VERB', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PROPN']","[100, 92, 100, 90, 84, 92, 96]"
40,12126,$$$Empty Message$$$,info,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
41,11267,Registration at * attempt * (timeout=*ms),info,"[Registration, at, attempt, timeout, ms]","['NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN']","[92, 85, 92, 92, 92]"
42,14380,RequestThrottler shutdown. Dropped * requests,info,"[RequestThrottler, shutdown, Dropped, requests]","['PROPN', 'NOUN', 'VERB', 'NOUN']","[96, 92, 100, 92]"
43,4337,"This group range is [ | ,  | ]",info,"[This, group, range, is]","['DET', 'NOUN', 'NOUN', 'AUX']","[90, 92, 92, 87]"
44,8744,"Received base materialized view mutation for key * that does not belong to this node. There is probably a range movement happening (move or decommission),but this node hasn't updated its ring metadata yet. Adding mutation to local batchlog to be replayed later.",warn,"[Received, base, materialized, view, mutation, for, key, that, does, not, belong, to, this, node, There, is, probably, a, range, movement, happening, move, or, decommission, but, this, node, hasn, t, updated, its, ring, metadata, yet, Adding, mutation, to, local, batchlog, to, be, replayed, later]","['VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PRON', 'AUX', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'NOUN', 'PROPN', 'VERB', 'PRON', 'NOUN', 'PROPN', 'ADV', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PART', 'AUX', 'VERB', 'ADV']","[100, 92, 100, 92, 92, 85, 92, 95, 87, 94, 100, 85, 90, 92, 95, 100, 86, 90, 92, 92, 100, 92, 89, 92, 89, 90, 92, 92, 96, 100, 95, 92, 96, 86, 100, 92, 85, 84, 92, 94, 87, 100, 86]"
45,11101,$$$Empty Message$$$,info,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
46,6374,Loading file: *,info,"[Loading, file]","['NOUN', 'NOUN']","[92, 92]"
47,1015,Recovered * lease in *,info,"[Recovered, lease, in]","['VERB', 'NOUN', 'ADP']","[100, 92, 85]"
48,3340,error telling master we are up,warn,"[error, telling, master, we, are, up]","['NOUN', 'VERB', 'NOUN', 'PRON', 'AUX', 'ADV']","[92, 100, 92, 95, 87, 86]"
49,7259,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
50,13756,Activating * *: *.,info,[Activating],['VERB'],[100]
51,3019,Thread interrupted waiting for lock on row: ,warn,"[Thread, interrupted, waiting, for, lock, on, row]","['NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN']","[92, 100, 100, 85, 92, 85, 92]"
52,12784,Initiating logout for *,info,"[Initiating, logout, for]","['VERB', 'ADJ', 'ADP']","[100, 84, 85]"
53,10658,Recovering checkpoints from ZooKeeper.,info,"[Recovering, checkpoints, from, ZooKeeper]","['VERB', 'NOUN', 'ADP', 'PROPN']","[100, 92, 85, 96]"
54,11787,Using application-defined options factory: *.,info,"[Using, application, defined, options, factory]","['VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN']","[100, 92, 100, 92, 92]"
55,4501, already compacted,info,"[ , already, compacted]","['SPACE', 'ADV', 'VERB']","[103, 86, 100]"
56,10747,* (*) switched from * to *.,info,"[ , switched, from, to]","['SPACE', 'VERB', 'ADP', 'ADP']","[103, 100, 85, 85]"
57,3471,Unable to create the region directory: ,warn,"[Unable, to, create, the, region, directory]","['ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN']","[84, 94, 100, 90, 92, 92]"
58,12591,Error executing interceptor onAcknowledgement callback,warn,"[Error, executing, interceptor, onAcknowledgement, callback]","['NOUN', 'VERB', 'NOUN', 'PROPN', 'NOUN']","[92, 100, 92, 96, 92]"
59,6411,Thread finished: *,info,"[Thread, finished]","['NOUN', 'VERB']","[92, 100]"
60,15052,WARNING: cannot delete file *,warn,"[WARNING, can, not, delete, file]","['NOUN', 'AUX', 'PART', 'VERB', 'NOUN']","[92, 87, 94, 100, 92]"
61,4848,Interrupting all worker threads and waiting for 5000 ms longer,info,"[Interrupting, all, worker, threads, and, waiting, for, 5000, ms, longer]","['VERB', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NUM', 'NOUN', 'ADV']","[100, 90, 92, 92, 89, 100, 85, 93, 92, 86]"
62,8097,"invalid remote counter shard detected; (*, *, *) and (*, *, *) differ only in count; will pick highest to self-heal on compaction",warn,"[invalid, remote, counter, shard, detected, and, differ, only, in, count, will, pick, highest, to, self, heal, on, compaction]","['ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'CCONJ', 'VERB', 'ADV', 'ADP', 'NOUN', 'AUX', 'VERB', 'ADJ', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN']","[84, 84, 92, 92, 100, 89, 100, 86, 85, 92, 87, 100, 84, 94, 100, 92, 85, 92]"
63,1979,Processing expiration of  |  on ,info,"[Processing, expiration, of, on]","['NOUN', 'NOUN', 'ADP', 'ADP']","[92, 92, 85, 85]"
64,7714,The websocket connection is already closed. Cannot push the text message '*',warn,"[The, websocket, connection, is, already, closed, Can, not, push, the, text, message]","['DET', 'NOUN', 'NOUN', 'AUX', 'ADV', 'VERB', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN']","[90, 92, 92, 87, 86, 100, 87, 94, 100, 90, 92, 92]"
65,13469,Partition * is assigned to more than one tasks: *,warn,"[Partition, is, assigned, to, more, than, one, tasks]","['NOUN', 'AUX', 'VERB', 'ADP', 'ADJ', 'ADP', 'NUM', 'NOUN']","[92, 87, 100, 85, 84, 85, 93, 92]"
66,1836,Received an unexpected KeeperException when checking  | isActiveMaster : ,info,"[Received, an, unexpected, KeeperException, when, checking, isActiveMaster]","['VERB', 'DET', 'ADJ', 'PROPN', 'SCONJ', 'VERB', 'NOUN']","[100, 90, 84, 96, 98, 100, 92]"
67,13676,*: Running worker * *.  Transitioning to STOPPING.,info,"[ , Running, worker, Transitioning, to, STOPPING]","['SPACE', 'VERB', 'NOUN', 'VERB', 'ADP', 'VERB']","[103, 100, 92, 100, 85, 100]"
68,17170,[*] Failed to get PID of * process to kill,warn,"[ , Failed, to, get, PID, of, process, to, kill]","['SPACE', 'VERB', 'PART', 'VERB', 'PROPN', 'ADP', 'NOUN', 'PART', 'VERB']","[103, 100, 94, 100, 96, 85, 92, 94, 100]"
69,4063,HFile at  |  no longer fits inside a single  | region. Splitting...,info,"[HFile, at, no, longer, fits, inside, a, single, region, Splitting]","['PROPN', 'ADP', 'ADV', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PROPN']","[96, 85, 86, 86, 100, 85, 90, 84, 92, 96]"
70,4310,: ,info,[ ],['SPACE'],[103]
71,13794,Status=*,info,[Status],['PROPN'],[96]
72,14305,Ignoring IOException while selecting,warn,"[Ignoring, IOException, while, selecting]","['VERB', 'NOUN', 'SCONJ', 'VERB']","[100, 92, 98, 100]"
73,5744,Constructor only intended for use in testing,warn,"[Constructor, only, intended, for, use, in, testing]","['PROPN', 'ADV', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN']","[96, 86, 100, 85, 92, 85, 92]"
74,8737,"Non-Oracle JVM detected.  Some features, such as immediate unmap of compacted SSTables, may not work as intended",warn,"[Non, Oracle, JVM, detected, Some, features, such, as, immediate, unmap, of, compacted, SSTables, may, not, work, as, intended]","['PROPN', 'PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'ADJ', 'ADP', 'VERB', 'NOUN', 'AUX', 'PART', 'VERB', 'SCONJ', 'VERB']","[96, 96, 96, 100, 90, 92, 84, 85, 84, 84, 85, 100, 92, 87, 94, 100, 98, 100]"
75,950,[ |  duration ] | \tMin:  | ms | \tMax:  | ms | \tAvg:  | ms,info,"[ , duration, tMin, ms, tMax, ms, tAvg, ms]","['SPACE', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","[103, 92, 96, 96, 96, 96, 96, 96]"
76,4690,Writing  |  meta blocks,info,"[Writing, meta, blocks]","['VERB', 'ADJ', 'NOUN']","[100, 84, 92]"
77,10022,"Starting periodic offset committer, with commit interval of *ms",info,"[Starting, periodic, offset, committer, with, commit, interval, of, ms]","['VERB', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'PROPN']","[100, 84, 84, 92, 85, 92, 92, 85, 96]"
78,3005, :  | Not dropping memstore contents since replayed flush seqId:  |  is smaller than current seqId:,info,"[ , Not, dropping, memstore, contents, since, replayed, flush, seqId, is, smaller, than, current, seqId]","['SPACE', 'PART', 'VERB', 'ADJ', 'NOUN', 'SCONJ', 'VERB', 'ADJ', 'PROPN', 'AUX', 'ADJ', 'ADP', 'ADJ', 'NOUN']","[103, 94, 100, 84, 92, 98, 100, 84, 96, 87, 84, 85, 84, 92]"
79,9648,"Service * has role mapping, but assigned no roles to method *",info,"[Service, has, role, mapping, but, assigned, no, roles, to, method]","['NOUN', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PART', 'VERB']","[92, 100, 92, 92, 89, 100, 90, 92, 94, 100]"
80,9621,Deactivating the *Greeter Service Component Factory,info,"[Deactivating, the, Greeter, Service, Component, Factory]","['VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","[100, 90, 96, 96, 96, 96]"
81,15243,Installing file: ,info,"[Installing, file]","['VERB', 'NOUN']","[100, 92]"
82,4353,[ | ] Was unable to close region  | .  Just continuing... ,warn,"[ , Was, unable, to, close, region, Just, continuing]","['SPACE', 'AUX', 'ADJ', 'PART', 'VERB', 'NOUN', 'ADV', 'VERB']","[103, 87, 84, 94, 100, 92, 86, 100]"
83,15120,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
84,5908,Starting setUp thread groups,info,"[Starting, setUp, thread, groups]","['VERB', 'PRON', 'NOUN', 'NOUN']","[100, 95, 92, 92]"
85,2821, moving into violation of namespace space quota,info,"[ , moving, into, violation, of, namespace, space, quota]","['SPACE', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN']","[103, 100, 85, 92, 85, 92, 92, 92]"
86,3822,Done with the recovered queue ,info,"[Done, with, the, recovered, queue]","['VERB', 'ADP', 'DET', 'VERB', 'NOUN']","[100, 85, 90, 100, 92]"
87,1757,(response | ): ,warn,"[ , response]","['SPACE', 'NOUN']","[103, 92]"
88,5829,PWD       =*,info,[PWD],['NOUN'],[92]
89,384,"Allocating buffers total= | , sizePerBuffer= | , count=",info,"[Allocating, buffers, total, sizePerBuffer, count]","['VERB', 'NOUN', 'VERB', 'NUM', 'NOUN']","[100, 92, 100, 93, 92]"
90,941,Export Completed: ,info,"[Export, Completed]","['PROPN', 'VERB']","[96, 100]"
91,3343,STARTING executorService ,info,"[STARTING, executorService]","['VERB', 'NOUN']","[100, 92]"
92,1977,Expiration called on * but crash processing already in progress,warn,"[Expiration, called, on, but, crash, processing, already, in, progress]","['NOUN', 'VERB', 'ADP', 'CCONJ', 'NOUN', 'NOUN', 'ADV', 'ADP', 'NOUN']","[92, 100, 85, 89, 92, 92, 86, 85, 92]"
93,14131,Message:* Value:*,warn,"[Message, Value]","['NOUN', 'PROPN']","[92, 96]"
94,4276,$$$Empty Message$$$,info,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
95,1955,"Skipping hole fix; don't know what to do with left=<*>, right=<*>",warn,"[Skipping, hole, fix, don, t, know, what, to, do, with, left, right]","['VERB', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'PRON', 'PART', 'VERB', 'ADP', 'ADJ', 'ADJ']","[100, 92, 92, 96, 96, 100, 95, 94, 100, 85, 84, 84]"
96,4814,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
97,13626,Unable to parse segmentName * to a date. This segment will be skipped,warn,"[Unable, to, parse, segmentName, to, a, date, This, segment, will, be, skipped]","['ADJ', 'PART', 'VERB', 'X', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'AUX', 'AUX', 'VERB']","[84, 94, 100, 101, 85, 90, 92, 90, 92, 87, 87, 100]"
98,14407,Too many connections from * - max is *,warn,"[Too, many, connections, from, max, is]","['ADV', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'AUX']","[86, 84, 92, 85, 96, 87]"
99,12060,The state is cleared because of state ttl. This will result in incorrect result. You can increase the state ttl to avoid this.,warn,"[The, state, is, cleared, because, of, state, ttl, This, will, result, in, incorrect, result, You, can, increase, the, state, ttl, to, avoid, this]","['DET', 'NOUN', 'AUX', 'VERB', 'SCONJ', 'ADP', 'NOUN', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'PART', 'VERB', 'PRON']","[90, 92, 87, 100, 98, 85, 92, 92, 95, 87, 100, 85, 84, 92, 95, 87, 100, 90, 92, 92, 94, 100, 95]"
100,3674,HDFS pipeline error detected.  | Found  |  replicas but expecting no less than  |  replicas.  |  Requesting close of WAL. current pipeline: ,warn,"[HDFS, pipeline, error, detected, Found, replicas, but, expecting, no, less, than, replicas, Requesting, close, of, WAL, current, pipeline]","['PROPN', 'NOUN', 'NOUN', 'VERB', 'PROPN', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'ADJ', 'ADP', 'NOUN', 'VERB', 'ADJ', 'ADP', 'PROPN', 'ADJ', 'NOUN']","[96, 92, 92, 100, 96, 92, 89, 100, 95, 84, 85, 92, 100, 84, 85, 96, 84, 92]"
101,3235,"HFile Bloom filter type for  | :  | , but  |  specified in column family  | configuration",info,"[HFile, Bloom, filter, type, for, but, specified, in, column, family, configuration]","['PROPN', 'PROPN', 'NOUN', 'NOUN', 'ADP', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'NOUN', 'NOUN']","[96, 96, 92, 92, 85, 89, 100, 85, 92, 92, 92]"
102,8377,Could not merge cardinalities,warn,"[Could, not, merge, cardinalities]","['AUX', 'PART', 'VERB', 'NOUN']","[87, 94, 100, 92]"
103,7441,"Class file  |  has changed, reloading",info,"[Class, file, has, changed, reloading]","['NOUN', 'NOUN', 'AUX', 'VERB', 'VERB']","[92, 92, 87, 100, 100]"
104,5706,Number format exception while decoding number: '*',warn,"[Number, format, exception, while, decoding, number]","['NOUN', 'NOUN', 'NOUN', 'SCONJ', 'VERB', 'NOUN']","[92, 92, 92, 98, 100, 92]"
105,295,instantiating HBaseConfiguration() is deprecated. Please use HBaseConfiguration#create() to construct a plain Configuration,warn,"[instantiating, HBaseConfiguration, is, deprecated, Please, use, HBaseConfiguration, create, to, construct, a, plain, Configuration]","['VERB', 'PROPN', 'AUX', 'VERB', 'INTJ', 'VERB', 'NOUN', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN']","[100, 96, 87, 100, 91, 100, 92, 100, 94, 100, 90, 84, 92]"
106,8402,Failed closing *,warn,"[Failed, closing]","['VERB', 'NOUN']","[100, 92]"
107,13565,Creating consumer client,info,"[Creating, consumer, client]","['VERB', 'NOUN', 'NOUN']","[100, 92, 92]"
108,15146,can not convert [*] to transport address. skipping. [*],warn,"[can, not, convert, to, transport, address, skipping]","['AUX', 'PART', 'VERB', 'ADP', 'NOUN', 'NOUN', 'VERB']","[87, 94, 100, 85, 92, 92, 100]"
109,9744,Successfully loaded key pair,info,"[Successfully, loaded, key, pair]","['ADV', 'VERB', 'ADJ', 'NOUN']","[86, 100, 84, 92]"
110,16571,throwing random IOException for file [*] at path [*],info,"[throwing, random, IOException, for, file, at, path]","['VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN']","[100, 84, 92, 85, 92, 85, 92]"
